Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
runoff_mm_pu	191	Unsustainable water fraction in Runoff (p)	Runoff	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
resStorage_mm	192	Stream/reservoir storages, in mm	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
resStorage_mm_ps	193	Snowment fraction in stream/reservoir storages (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
resStorage_mm_pg	194	Glacial Melt fraction in stream/reservoir storages (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
resStorage_mm_pgi	195	Glacial Ice Melt fraction in stream/reservoir storages (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
resStorage_mm_pgn	196	Glacial Non-Ice Melt fraction in stream/reservoir storages (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
resStorage_mm_pr	197	Rainwater fraction in stream/reservoir storages (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
resStorage_mm_pu	198	Unsustainable water fraction in stream/reservoir storages (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm	199	Endorheic lakes storage, in mm	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm_ps	200	Snowment fraction in endorheic lakes (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm_pg	201	Glacial Melt fraction in endorheic lakes (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm_pgi	202	Glacial Ice Melt fraction in endorheic lakes (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm_pgn	203	Glacial Non-Ice Melt fraction in endorheic lakes (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm_pr	204	Rainwater fraction in endorheic lakes (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoStrg_mm_pu	205	Unsustainable water fraction in endorheic lakes (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoEvap_mm_ps	206	Snowment fraction in endorheic lakes Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoEvap_mm_pg	207	Glacial Melt fraction in endorheic lakes Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoEvap_mm_pgi	208	Glacial Ice Melt fraction in endorheic lakes Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoEvap_mm_pgn	209	Glacial Non-Ice Melt fraction in endorheic lakes Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoEvap_mm_pr	210	Rainwater fraction in endorheic lakes Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
endoEvap_mm_pu	211	Unsustainable water fraction in endorheic lakes Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
openWaterEvap_mm_ps	212	Snowment fraction in open water Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
openWaterEvap_mm_pg	213	Glacial Melt fraction in open water Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
openWaterEvap_mm_pgi	214	Glacial Ice Melt fraction in open water Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
openWaterEvap_mm_pgn	215	Glacial Non-Ice Melt fraction in open water Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
openWaterEvap_mm_pr	216	Rainwater fraction in open water Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
openWaterEvap_mm_pu	217	Unsustainable water fraction in open water Evap (p)	Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
runoffStrg_mm_ps	218	Snowment fraction in runoff storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
runoffStrg_mm_pg	219	Glacial Melt fraction in runoff storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
runoffStrg_mm_pgi	220	Glacial Ice Melt fraction in runoff storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
runoffStrg_mm_pgn	221	Glacial Non-Ice Melt fraction in runoff storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
runoffStrg_mm_pr	222	Rainwater fraction in runoff storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
runoffStrg_mm_pu	223	Unsustainable water fraction in runoff storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
smResStrg_mm_ps	224	Snowment fraction in SIR storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
smResStrg_mm_pg	225	Glacial Melt fraction in SIR storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
smResStrg_mm_pgi	226	Glacial Ice Melt fraction in SIR storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
smResStrg_mm_pgn	227	Glacial Non-Ice Melt fraction in SIR storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
smResStrg_mm_pr	228	Rainwater fraction in SIR storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
smResStrg_mm_pu	229	Unsustainable water fraction in SIR storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
irrVIS_mm_ps	230	Snowment fraction in VIS storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
irrVIS_mm_pg	231	Glacial Melt fraction in VIS storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
irrVIS_mm_pgi	232	Glacial Ice Melt fraction in VIS storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
irrVIS_mm_pgn	233	Glacial Non-Ice Melt fraction in VIS storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
irrVIS_mm_pr	234	Rainwater fraction in VIS storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
irrVIS_mm_pu	235	Unsustainable water fraction in VIS storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
soilMoist_mm_ps	236	Snowment fraction in soil storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
soilMoist_mm_pg	237	Glacial Melt fraction in soil storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
soilMoist_mm_pgi	238	Glacial Ice Melt fraction in soil storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
soilMoist_mm_pgn	239	Glacial Non-Ice Melt fraction in soil storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
soilMoist_mm_pr	240	Rainwater fraction in soil storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
soilMoist_mm_pu	241	Unsustainable water fraction in soil storage (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
aqfStorage_mm_ps	242	Snowment fraction in aquifers (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
aqfStorage_mm_pg	243	Glacial Melt fraction in aquifers (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
aqfStorage_mm_pgi	244	Glacial Ice Melt fraction in aquifers (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
aqfStorage_mm_pgn	245	Glacial Non-Ice Melt fraction in aquifers (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
aqfStorage_mm_pr	246	Rainwater fraction in aquifers (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
aqfStorage_mm_pu	247	Unsustainable water fraction in aquifers (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
grndWater_mm_ps	248	Snowment fraction in Ground Water (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
grndWater_mm_pg	249	Glacial Melt fraction in Ground Water (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
grndWater_mm_pgi	250	Glacial Ice Melt fraction in Ground Water (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
grndWater_mm_pgn	251	Glacial Non-Ice Melt fraction in Ground Water (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
grndWater_mm_pr	252	Rainwater fraction in Ground Water (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
grndWater_mm_pu	253	Unsustainable water fraction in Ground Water (p)	Storage	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['m', 'm', 'm']	['m', 'm', 'm']	['', '', '']	5:0		%.2f
discharge_m3s_ps	254	Snowment fraction in Discharge (p)	Discharge	['Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.3f
discharge_m3s_pg	255	Glacial Melt fraction in Discharge (p)	Discharge	['Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.3f
discharge_m3s_pgi	256	Glacial Ice Melt fraction in Discharge (p)	Discharge	['Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.3f
discharge_m3s_pgn	257	Glacial Non-Ice Melt fraction in Discharge (p)	Discharge	['Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.3f
discharge_m3s_pr	258	Rainwater fraction in Discharge (p)	Discharge	['Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.3f
discharge_m3s_pu	259	Unsustainable water fraction in Discharge (p)	Discharge	['Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log', 'Rainbow(0.1:100000)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.3f
baseflow_mm_ps	260	Snowment fraction in Discharge (p)	Baseflow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
baseflow_mm_pg	261	Glacial Melt fraction in baseflow (p)	Baseflow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
baseflow_mm_pgi	262	Glacial Ice Melt fraction in baseflow (p)	Baseflow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
baseflow_mm_pgn	263	Glacial Non-Ice Melt fraction in baseflow (p)	Baseflow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
baseflow_mm_pr	264	Rainwater fraction in baseflow (p)	Baseflow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
baseflow_mm_pu	265	Unsustainable water fraction in baseflow (p)	Baseflow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
GrossIrr_mm_ps	266	Snowment fraction in Gross Irrigation (p)	Gross Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
GrossIrr_mm_pg	267	Glacial Melt fraction in Gross Irrigation (p)	Gross Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
GrossIrr_mm_pgi	268	Glacial Ice Melt fraction in Gross Irrigation (p)	Gross Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
GrossIrr_mm_pgn	269	Glacial Non-Ice Melt fraction in Gross Irrigation (p)	Gross Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
GrossIrr_mm_pr	270	Rainwater fraction in Gross Irrigation (p)	Gross Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
GrossIrr_mm_pu	271	Unsustainable water fraction in GrossIrr (p)	Gross Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
NetIrr_mm_ps	272	Snowment fraction in Evapotranspiration (p)	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
NetIrr_mm_pg	273	Glacial Melt fraction in Evapotranspiration (p)	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
NetIrr_mm_pgi	274	Glacial Ice Melt fraction in Evapotranspiration (p)	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
NetIrr_mm_pgn	275	Glacial Non-Ice Melt fraction in Evapotranspiration (p)	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
NetIrr_mm_pr	276	Rainwater fraction in Evapotranspiration (p)	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
NetIrr_mm_pu	277	Unsustainble water fraction in Evapotranspiration (p)	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrFlow_mm_ps	278	Snowment fraction in Irrigation from Flow (p)	Irrigation from Flow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrFlow_mm_pg	279	Glacial Melt fraction in Irrigation from Flow (p)	Irrigation from Flow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrFlow_mm_pgi	280	Glacial Ice Melt fraction in Irrigation from Flow (p)	Irrigation from Flow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrFlow_mm_pgn	281	Glacial Non-Ice Melt fraction in Irrigation from Flow (p)	Irrigation from Flow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrFlow_mm_pr	282	Rainwater fraction in Irrigation from Flow (p)	Irrigation from Flow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrFlow_mm_pu	283	Unsustainable water fraction in Irrigation from Flow (p)	Irrigation from Flow	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrGrwt_mm_ps	284	Snowment fraction in Irrigation from Ground Water (p)	Irrigation from Ground Water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrGrwt_mm_pg	285	Glacial Melt fraction in Irrigation from Ground Water (p)	Irrigation from Ground Water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrGrwt_mm_pgi	286	Glacial Ice Melt fraction in Irrigation from Ground Water (p)	Irrigation from Ground Water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrGrwt_mm_pgn	287	Glacial Non-Ice Melt fraction in Irrigation from Ground Water (p)	Irrigation from Ground Water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrGrwt_mm_pr	288	Rainwater fraction in Irrigation from Ground Water (p)	Irrigation from Ground Water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrGrwt_mm_pu	289	Unsustainable water fraction in Irrigation from Ground Water (p)	Irrigation from Ground Water	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrEvap_mm_ps	290	Snowment fraction in Irr Water Evaporation (p)	Irr Water Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrEvap_mm_pg	291	Glacial Melt fraction in Irr Water Evaporation (p)	Irr Water Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrEvap_mm_pgi	292	Glacial Ice Melt fraction in Irr Water Evaporation (p)	Irr Water Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrEvap_mm_pgn	293	Glacial Non-Ice Melt fraction in Irr Water Evaporation (p)	Irr Water Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
IrrEvap_mm_pr	294	Rainwater fraction in Irr Water Evaporation (p)	Irr Water Evaporation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
